ID_CLIENTE,ID_GRUPO,TX_DISP_CATEGORIA_ORIGINAL
132884784,769504,web
105024780,528036,mobile
196624122,613651,web
214311798,627226,mobile
203608584,592450,console
158181174,617635,tv
215451360,753324,mobile
214588248,710192,tablet
208035804,705732,tv
206097378,593640,tv
215411628,774038,mobile
142983246,577367,mobile
107303694,667646,tv
215767584,552129,tv
159849606,776575,web
215856984,580933,tablet
215850462,678597,mobile
30451422,543280,mobile
211668534,526516,mobile
169464594,761141,web
135362928,622797,tv
167173422,777539,tv
152052600,562362,tv
172191390,587424,mobile
212582310,613535,mobile
205437654,717024,tv
215803134,754625,mobile
214327722,751062,mobile
166521204,746252,mobile
212281182,613908,tv
131279760,713234,tv
196163778,724101,mobile
121236474,756483,web
181368870,667627,tv
214901622,779414,mobile
163410852,613525,mobile
215313498,748538,tv
215398692,605086,mobile
177511644,597226,web
183962100,775183,tv
214588248,553140,tablet
214693860,775611,mobile
209936238,773164,mobile
201467082,771808,tv
121526664,553061,web
214268292,597204,tv
215387112,613671,mobile
145864446,770195,tv
169593114,529120,tv
178902540,751062,tv
215075064,660885,mobile
215332704,738153,tv
141800082,570181,web
195862692,729867,tv
194235474,602008,tv
152982786,569938,tv
215127006,768372,mobile
203221524,580930,mobile
207045564,718874,mobile
145616526,779576,tv
165516222,651227,tv
215346852,672672,mobile
208541934,594141,tv
156292314,613886,mobile
148491096,613726,tv
213619632,723295,mobile
142728396,526487,tv
212576898,772896,mobile
204541086,613821,mobile
206768346,779019,mobile
215826174,611346,mobile
214718694,594042,tv
214465422,537125,mobile
214618746,776743,mobile
144778848,756699,mobile
215876658,776291,mobile
152201826,673476,tv
209368062,595501,mobile
137213124,570123,tv
214981434,768812,web
159735324,745020,web
180822678,779803,tv
185047890,760578,web
206218968,779019,mobile
210689988,749668,mobile
89982528,587364,tv
152458158,695155,web
202385520,574587,tv
201501894,779414,mobile
119473032,778020,web
204774114,575248,web
177996702,775596,mobile
63223842,754625,tablet
172965684,729188,mobile
212579862,698892,mobile
200030784,588643,web
215817366,624006,mobile
158805540,779530,mobile
215357262,593874,tv
130730790,538611,web
214976982,774047,mobile
204835212,590243,tv
215399370,618116,web
215524524,775661,mobile
199695540,663778,tablet
172679442,613782,tv
211138782,774792,mobile
166544238,592506,tv
214490328,613907,tablet
215181954,745261,mobile
211612662,623297,tv
198074766,677452,web
161052054,747227,tv
121526664,554360,web
141122256,593932,mobile
209775954,774599,web
213952338,770079,mobile
214171176,587443,mobile
203831052,597182,tv
159142368,554520,web
205288464,680052,tv
204914952,598828,tv
215901180,648626,mobile
135260808,667646,tv
213642432,759683,web
137596602,577383,tv
159142368,557806,web
133282644,593874,web
210443730,778254,tv
215773140,530856,mobile
209951262,742752,tablet
204679746,771547,mobile
123293862,613676,mobile
162499074,530856,tv
139750470,597188,console
148491096,613551,tv
186530292,598907,mobile
215411760,779413,mobile
158032368,595532,web
211607610,742555,mobile
213350856,747323,mobile
159855030,742418,tv
215154114,595824,mobile
215245350,555447,mobile
100280826,761530,tv
165238512,621166,tv
212249346,554222,web
213427914,592449,tv
165610170,776238,web
183149742,617635,mobile
210552960,767453,mobile
174370134,599097,tv
213615600,751062,mobile
203320542,710272,tv
213795612,699632,mobile
164510376,775173,mobile
155303004,527958,mobile
209941194,747100,web
163774014,776768,tv
209297994,593945,tablet
202917510,526406,mobile
215112192,752696,tv
215673246,625687,mobile
179157018,776575,mobile
159948738,743278,web
105615456,775042,mobile
213672540,530089,mobile
143928234,538250,mobile
215810376,778542,web
215049120,599004,tv
168624144,763998,mobile
148083780,732552,tv
173448918,613908,tv
158902626,743201,mobile
206600268,623448,mobile
171680598,773998,tv
214061442,613929,mobile
214801932,540141,mobile
179902020,758873,mobile
198530988,613789,tv
174668208,613590,tv
172208136,588332,web
215313498,777203,web
213630732,593923,mobile
164039286,554042,web
189434844,648466,console
176553402,587404,mobile
174190758,759295,web
177138864,613810,web
189089196,704312,tv
181574100,595923,tv
160382346,528781,tv
162042768,587390,mobile
177114780,540141,tv
207771978,696373,mobile
173490786,779019,mobile
215795028,599764,mobile
176217348,613522,tv
55974870,770701,tv
141697638,693872,web
180105894,772940,tv
168830274,778669,web
200374758,756618,tv
77487498,776575,tablet
160367466,599005,mobile
213350856,747322,mobile
152458158,695155,web
215845080,776727,tv
182415690,538854,tablet
199744458,641486,tablet
209793396,774124,mobile
210890196,759770,tablet
195186678,585128,mobile
215782824,773631,mobile
197431902,593868,mobile
188446902,528032,mobile
172679442,613631,tv
215715870,540141,mobile
215544000,770079,mobile
169811094,776575,mobile
209561778,775232,mobile
170262342,613548,tv
184350822,613929,tv
215466468,528522,mobile
205484232,613778,tv
207239562,779556,tv
196555488,569936,mobile
215274042,587713,mobile
213363270,613929,tv
201470076,569919,tv
172208136,588120,web
119502210,759673,tv
200984544,751140,web
198585726,593950,tv
213683886,587422,mobile
215270526,776575,mobile
188274702,587553,mobile
188986176,663756,mobile
215798652,593824,web
212435712,578548,mobile
182160042,778382,mobile
215114292,613926,tv
214886034,706213,mobile
178427760,557785,web
214104978,544438,web
158243580,587402,mobile
148083780,756703,tv
176432928,582921,tv
99725976,761579,tv
210985782,699419,web
135260808,606408,tv
215812200,624346,mobile
187217622,777483,mobile
208381800,567645,mobile
160039044,744918,mobile
215856096,776291,mobile
215150310,613676,tv
108337500,606386,mobile
161034438,777583,tv
215844444,575238,mobile
214890330,613524,tv
162138846,533315,tv
209845692,631768,tablet
214465206,592490,mobile
181262700,778301,web
198584688,533645,tablet
208023012,779803,mobile
176217348,613775,tv
208541928,592544,mobile
100500612,778097,mobile
199577580,729478,mobile
215796168,573820,mobile
158890710,719093,web
215895012,613907,web
203524410,774651,mobile
204679746,771547,mobile
178293546,594002,mobile
182352906,613533,web
184060212,742378,tv
179856906,624006,stb
164224440,718894,mobile
211607610,530868,mobile
158839572,529054,tv
204541086,613605,mobile
169698924,593895,tv
180522468,613772,tv
214582314,777630,mobile
213271602,540564,tablet
210890196,759767,tablet
184060212,742421,tv
207969036,528832,tv
206916486,526499,tv
117835812,598911,web
198408264,527779,mobile
215352708,774124,mobile
157167336,778271,tv
158521386,756654,mobile
165385416,744675,tv
140240268,663787,tv
136553874,599096,tablet
118889304,577542,mobile
153197514,658847,web
215542476,754768,mobile
172225980,776291,web
198004098,775661,mobile
127757514,601984,stb
166940484,754625,tablet
214622310,749661,web
141091914,613847,tv
165905958,734952,mobile
210507450,779019,mobile
214554078,779414,mobile
141691956,613675,tv
151994916,761580,mobile
215847708,537816,mobile
153810300,627792,mobile
214241388,533649,tv
210552960,556420,stb
119279808,778302,tv
161684646,613668,web
215803134,673476,mobile
188297868,780116,mobile
168321018,582912,mobile
214734552,593611,mobile
184730274,668393,tablet
196559298,531156,web
201520650,730630,web
215814654,653186,mobile
153253500,705592,mobile
211443942,726872,mobile
188907534,613533,web
183105336,729323,web
214789704,779530,tv
214343430,540141,mobile
215503320,551420,tv
214302330,537890,web
177553626,554222,mobile
196545840,530089,tv
215275476,745419,web
207158334,526422,mobile
48377208,723948,mobile
159841722,579202,web
177815262,779831,tv
175839888,613792,tv
205200138,744466,mobile
24843066,591261,mobile
169359756,753363,mobile
118889304,577542,mobile
214483926,574442,tv
53669292,540141,tv
215872068,624006,mobile
178325082,613522,web
209052132,619482,mobile
166867464,593824,mobile
158364084,759438,tv
212671152,683312,mobile
215780148,575230,mobile
147601962,658671,mobile
215102112,529165,mobile
214718694,593922,tv
210552960,758824,tv
199338618,778248,mobile
184411050,613596,mobile
215095344,602002,mobile
214148646,775183,mobile
186757404,742193,tv
161164308,758210,mobile
210545448,580530,mobile
206313762,775761,tv
208796070,751048,mobile
207815466,676412,tv
184060212,747078,tv
159518280,562649,web
53874078,613512,tv
185953974,778931,web
182352906,778127,web
195518040,613590,tv
178427760,557762,web
174645654,777594,tv
214173444,675088,tv
206766342,613674,tv
158318154,681315,mobile
208337982,779575,mobile
210405738,776435,mobile
209288634,779425,mobile
158890710,597193,web
208477806,761594,mobile
214483926,575262,tv
205776930,613706,mobile
172498362,601001,tablet
153810300,678597,mobile
176121888,722087,tv
145682766,776575,mobile
215856984,694674,tablet
173843616,719080,tv
195186678,585082,mobile
182579622,649827,tv
152154060,585126,tv
184513698,776575,tv
161298894,673476,tv
172153956,749668,mobile
209326476,593868,mobile
114249846,777178,tv
176121888,722086,tv
215890260,556627,web
211590096,580860,mobile
205256940,730686,mobile
215383746,593923,mobile
198242634,715672,tv
202095858,779517,tv
214894752,751134,mobile
184226946,775715,tv
167320254,718196,mobile
210997884,759770,tv
209778216,613773,web
152195214,778300,tablet
213249474,754197,tv
194128050,637206,mobile
102548472,559860,tv
215811582,756478,mobile
215823588,769902,web
169464594,761142,web
206530932,585125,mobile
205691766,756654,tv
183962100,775300,tv
214799190,729458,tv
159977886,761727,tv
204394092,585129,tv
182579622,657706,tv
181547328,779803,mobile
215215782,663780,mobile
214105176,577540,mobile
212362494,537089,mobile
135260808,622810,tv
212823828,692293,mobile
88892286,713182,stb
178393542,587713,web
215811582,725198,mobile
194509806,582943,tv
144538326,526499,tv
215754498,775612,web
184350822,613676,tv
200195184,744968,mobile
210126144,778408,mobile
214910352,704952,tv
215790900,705592,mobile
215451360,753290,mobile
212574624,778406,mobile
169464594,740880,web
178272420,613931,tv
209945664,705112,tablet
160703892,593983,mobile
178523274,651366,mobile
182579622,657706,tv
194640024,613713,web
213630732,593826,mobile
182168460,538854,tablet
215112192,742193,tv
215793114,678940,web
30219276,547929,tv
207685704,569037,mobile
212764566,617635,mobile
215337894,613792,tv
215457384,602004,tv
176432928,582903,tv
172905108,768379,tv
173483886,773631,mobile
207238116,594567,tv
169464594,704836,web
208581444,703475,mobile
168947106,613567,mobile
194968680,744664,web
213906702,581263,tablet
130098750,742467,tv
215757756,754625,tv
174257856,651366,tv
138426600,537891,mobile
206097378,593604,mobile
213014640,751126,mobile
100280826,761490,tv
212670738,613907,mobile
99725976,537020,tv
214104978,544438,web
176553402,587384,mobile
177634404,692692,tv
213427914,592449,tv
205559196,778929,web
213300894,754137,tv
204616752,677953,tv
210976692,627226,mobile
215181954,745279,mobile
165028938,778042,tv
165800484,615968,mobile
210882540,685154,mobile
214221486,588327,mobile
183149742,637805,mobile
206097378,593611,mobile
201470076,569919,tv
204781392,594163,tablet
213649104,767675,mobile
206225424,613523,tv
212818428,549585,tv
113145828,751194,web
196555488,569962,mobile
215022216,592517,web
212707182,556682,tv
174271368,780116,mobile
156842754,537020,web
159595230,606786,mobile
145809402,613907,mobile
214220520,667646,mobile
200270922,774379,mobile
181008642,613767,tv
145289490,744560,mobile
214618740,582951,tv
199958070,613593,tv
158293500,588540,tv
30451422,613669,web
162309528,595270,tablet
215250798,761628,tv
121526664,553670,web
214083576,723978,mobile
209951262,742893,tablet
214072278,776291,tv
55751472,613602,mobile
208541928,592488,mobile
85528236,592461,tv
163517946,779539,mobile
171612264,774124,tv
215814114,565901,mobile
209114628,537597,web
214554078,659631,mobile
209681514,658633,mobile
199372548,777301,tv
207588138,585042,mobile
172701498,775614,tablet
214528818,768552,mobile
170105676,532753,tv
55974870,747298,tv
209951262,743580,tablet
214630986,583171,tv
94425498,695172,tablet
194320134,573720,tv
66217416,588160,web
180228156,613598,web
204887652,594001,tv
181542360,663781,tv
172191390,587395,mobile
215051196,613727,mobile
136038996,776291,web
215862642,678597,mobile
181368870,778995,tv
207033288,746058,mobile
215076222,537089,tv
203524410,774651,mobile
215832924,777339,mobile
214508190,531775,mobile
212719332,543280,mobile
174455850,597224,tv
184016208,779539,mobile
133897188,613525,tv
194640024,613597,web
214166922,606386,mobile
194206380,756556,mobile
169805652,695075,tv
210668712,550406,mobile
147601962,658387,mobile
209558880,593861,tv
205256940,600662,mobile
205087596,750074,mobile
201021642,745421,mobile
214970646,528362,tv
136108008,773289,mobile
201501894,771313,mobile
179692872,591823,mobile
143277210,594884,tv
127970178,727980,tv
214618746,776742,mobile
209951262,742942,tablet
205347342,542840,web
147672948,557000,web
214772166,775363,mobile
206618532,543814,mobile
188693238,648626,mobile
192555618,751000,mobile
209065032,673492,web
102539892,618386,mobile
214910496,684678,tv
181368870,667627,tv
157106004,779414,tv
212764566,617635,mobile
215398692,605114,mobile
210034416,529943,mobile
211669194,768415,tv
214718694,593990,tv
158032368,595571,web
210890196,760144,tablet
145505562,744718,web
144067404,613567,console
145864446,770210,tv
109565886,545256,mobile
214901622,661467,mobile
200984544,534234,web
214620312,749258,web
207238116,594910,tv
130098750,597224,tv
211575828,536064,mobile
214653636,613675,mobile
206766342,613706,tv
156658488,537594,web
208381800,729867,mobile
181542360,663783,tv
213642432,759684,web
215027034,773631,tv
118940808,775300,tv
215813154,562702,mobile
186428682,613926,tv
188181060,613847,tv
212719332,565944,mobile
137173896,613540,tv
133897188,613525,tv
214220520,569884,mobile
100280826,761622,tv
177511644,597222,web
194729466,744960,tv
212555034,756452,tv
127858332,723221,tv
163846878,618928,web
158187180,613727,tv
194815710,645528,web
126562722,778929,tv
215577780,774651,mobile
164178858,719077,tv
178859172,613524,tv
214885830,749667,web
215150886,778455,mobile
208219272,537927,mobile
169464594,740938,web
214866816,606531,mobile
181262700,778281,web
207614694,555487,mobile
204730722,552129,mobile
199987146,705112,tv
214961736,754625,mobile
208305444,672499,mobile
213795612,597205,mobile
208885692,762134,mobile
151960980,776575,mobile
125412042,613769,tv
210443730,778197,tv
131189196,538611,mobile
169805652,776083,tv
196555488,569962,mobile
141691956,528032,tv
173423274,744601,tv
215785578,659637,tv
192056304,780116,mobile
145539126,531193,mobile
212063256,531819,mobile
199028256,775947,tv
166876734,645507,tv
156521622,778300,mobile
196545840,776782,web
137361054,613726,tv
46236768,593872,web
124358094,613669,mobile
214677708,587382,mobile
213134430,554202,web
207588138,585123,mobile
90609924,778111,mobile
215336484,625108,mobile
214538232,768610,web
214528818,768472,mobile
114603030,582943,mobile
215337894,613773,tv
42904128,717024,tv
162571230,777483,mobile
178758690,602809,mobile
160039044,744918,mobile
213703152,577002,tablet
123327822,537750,mobile
140764386,666139,tv
215901864,678597,mobile
172328628,594700,tv
109565886,545256,mobile
214262502,613668,mobile
215862642,528044,mobile
188320884,746965,mobile
113009772,717038,web
214718694,594042,tv
215881020,537020,mobile
187209702,773476,mobile
171089676,694832,tv
213612732,553662,web
210868842,597180,tv
211669194,768974,tv
213540582,779019,mobile
214389060,737925,tv
215856984,565944,mobile
215241246,767400,mobile
194163336,527930,mobile
213866622,776291,tv
176553402,587404,mobile
215793024,776786,web
215154342,585360,tv
213785466,570062,tablet
140150964,660885,mobile
167920188,538854,tv
175271538,593944,mobile
213802176,585160,tv
166543782,613908,mobile
177512742,778042,web
167320254,681952,tv
171703578,754768,mobile
197431902,593924,mobile
145616640,755639,tablet
169805652,694679,tv
147842748,743260,tv
206766342,613567,mobile
215798652,775596,web
198875568,527907,mobile
206620578,774093,web
152008038,777483,web
196342800,754625,tv
212818428,542325,tv
140367072,779425,tv
207238116,613766,tv
215798652,593824,web
158364084,759438,tv
214590036,694132,web
214221486,588363,mobile
215814654,613569,mobile
184748868,543280,web
215451360,753324,mobile
196545840,776787,web
205484232,613633,tv
119502210,769640,tv
163286742,778995,web
85528740,775420,mobile
212240340,719734,mobile
106527702,723978,mobile
215556930,537831,tv
211007118,663783,tv
215220216,613907,web
86021418,540141,mobile
145844646,613807,tv
208541928,592544,mobile
147923904,704058,mobile
212636916,777339,mobile
179528364,779019,mobile
60970128,585055,tablet
169713726,778216,mobile
215587590,776826,mobile
215812200,724138,mobile
205509384,754043,web
111006756,613727,mobile
205284168,779622,tablet
191757528,771600,mobile
152458158,695155,web
212964948,613779,mobile
187960290,780116,web
209782662,777486,mobile
57190242,663776,mobile
130189584,542840,mobile
209775954,779019,web
127970178,775765,tv
214887834,754625,mobile
209529570,590322,tv
209951262,742945,tablet
141280788,779517,tv
100837584,775173,web
189743124,754838,tv
210427608,778020,tv
150603486,707273,web
213381594,603125,mobile
140938548,744811,web
212719332,528109,mobile
206618532,544863,mobile
183158214,778207,tv
213974478,761609,mobile
215095344,601961,mobile
172280346,727103,mobile
210890196,761123,tablet
213425934,613677,tv
215524116,770284,tv
209794128,593942,tv
212719332,528109,mobile
185953974,778931,tv
200934708,613543,tv
209166912,692403,mobile
125412042,613769,tv
168795078,723978,mobile
215353302,771801,web
170821062,623297,mobile
152990088,727980,web
164010594,776291,tv
214166922,606531,mobile
143556132,606407,mobile
127482984,746258,web
189683466,769767,mobile
196001460,603698,tv
211641126,776291,mobile
215049120,601963,tv
164278974,600920,tv
214481334,613777,web
204567006,779575,mobile
187217622,777483,mobile
131189196,538611,mobile
157975710,685396,mobile
136108008,773289,mobile
213636834,528353,tv
135260808,768338,web
205086720,613603,tv
211382262,779556,tv
160470534,587402,tv
213528048,529943,mobile
215844066,566134,mobile
213642432,761636,web
214939950,776291,tv
167235576,591860,tv
214590036,694132,web
179214168,778270,web
165516222,648207,tv
212241984,753319,tv
209997246,769073,tv
159849606,776575,web
210006198,780116,mobile
141691956,613675,mobile
166006884,775982,mobile
209255394,542840,tv
215803134,754625,mobile
180063522,744675,mobile
116631396,721604,tv
171710322,613628,tv
200510364,526516,tablet
211667868,770478,mobile
207802710,744675,mobile
207380772,776784,mobile
204290214,583866,tv
211175580,731899,tv
203274678,623443,tv
164646390,778237,tv
201936984,778020,stb
214228566,613775,mobile
214111356,663764,mobile
213776910,613746,web
215466468,530628,mobile
197319666,697292,tv
175764294,779529,mobile
215181954,745261,mobile
214221486,588363,mobile
215275476,613714,web
211641294,613746,tv
182352906,613931,web
214700178,597205,mobile
152158194,537901,web
215865156,532292,mobile
202107282,756653,tv
118940808,775183,tv
175589838,779554,web
210443730,778160,tv
215491722,624006,mobile
209313462,750101,mobile
181103760,753382,web
213612732,552351,web
212719332,543280,mobile
188413560,540564,mobile
187024818,620007,web
151733094,706972,tv
206225424,613706,tv
210230268,733019,mobile
172328628,594615,tv
215250798,761484,tv
208023012,779575,mobile
194640024,613849,web
213098790,778519,mobile
139854084,617877,tv
208305444,594141,mobile
211622958,588261,mobile
127482984,565901,web
195186678,770053,mobile
179214168,778270,web
209937276,576260,tv
215876658,778237,mobile
209358654,777339,mobile
198584688,527472,tablet
209845692,630830,tablet
158902626,743786,mobile
215587464,597192,mobile
215565414,548026,tv
165238512,775287,mobile
161684646,613604,web
215820330,532292,web
215207280,585124,tv
142510614,737925,tablet
188297868,780116,mobile
215441376,540141,tv
215176650,585124,mobile
210516744,775897,mobile
194815710,648466,web
212605776,718707,mobile
159855030,742398,tv
214105176,577540,mobile
189425022,771254,tv
214882032,613926,mobile
187042956,739086,mobile
175016952,613590,mobile
203524410,774651,mobile
135260808,771497,tv
148176798,618637,tv
127970178,739489,tv
205505850,660839,mobile
102548472,566780,tv
208023012,779575,mobile
136020858,593994,tv
211578744,771600,mobile
195186678,771503,mobile
209936238,773164,mobile
151925838,615147,tv
152982786,569991,tv
214974906,777994,mobile
207133332,774124,tv
172191390,587446,mobile
215457384,601984,tv
158400906,767730,web
208044054,696581,mobile
212435712,578548,mobile
214961736,754625,mobile
213953826,540858,mobile
206703336,587387,web
214630986,582912,tv
213843456,778041,web
160039044,744663,mobile
185953974,633186,tv
145844646,613777,tv
204764130,528036,tv
140589480,540457,tv
194235474,575248,tv
215250798,761515,tv
174190758,761304,web
155303892,543280,tv
197685354,593824,web
209917890,754625,mobile
208023012,779425,mobile
166521204,744581,mobile
205906938,775897,mobile
161839170,750722,tv
209775954,779019,web
155310402,722165,tv
147870474,779019,mobile
121526664,552108,web
211799214,537089,mobile
127576728,613931,tv
210047478,779413,tv
213873834,759767,mobile
148491096,613932,tv
178859172,613562,tv
181966020,593992,tv
137154600,606408,tv
183021522,779556,tv
172992156,776413,tv
88636284,779019,console
211612662,623297,tv
127858332,750050,tv
194729466,744601,tv
188730816,779019,web
199281702,622387,tablet
212574624,778470,mobile
179392104,613541,mobile
200984544,751158,web
198530988,613770,tv
172810722,779803,mobile
172225980,744675,web
215599338,767680,web
214620312,749172,web
161839170,750947,tv
215441286,537020,mobile
194640024,613593,web
195966666,704392,mobile
158805540,779489,mobile
211498848,753961,tv
214761834,738220,tv
210657144,556560,tv
164010594,587365,tv
212063256,531819,mobile
176139852,599982,stb
91196436,597207,mobile
215856552,774047,mobile
53608098,779019,web
215811582,758208,mobile
215605632,594839,mobile
125018112,780116,mobile
214104978,742572,tablet
207287226,659627,mobile
127047744,778692,tv
179995524,775009,web
166944762,778118,tablet
102548472,552821,tv
173039088,532420,mobile
213615600,751062,mobile
213623502,774093,tv
215277144,775646,mobile
214630986,726861,tv
192816996,540141,mobile
166442580,526515,mobile
214179540,673476,mobile
195200652,597226,mobile
119468076,745801,web
151925838,645507,tv
215494224,597196,mobile
194587590,593955,mobile
207403518,661326,mobile
215587590,776428,mobile
207051120,530050,mobile
213014640,751126,mobile
160039044,744918,mobile
182352906,778068,web
185680152,696563,mobile
182613498,574340,tv
213511938,577544,mobile
204679746,749837,mobile
215573688,718859,mobile
195853524,759673,tv
214528818,768610,mobile
161808042,715672,tv
86010846,686872,tv
212281182,613907,tv
165238512,775183,mobile
175291320,775614,mobile
176219382,772215,tv
215022216,592527,web
30451422,674202,web
211799214,530089,mobile
140072178,606327,web
208578234,542840,tv
185913768,672499,tv
210552960,754678,tv
215814048,778019,mobile
165956394,776291,mobile
172464396,774379,tv
215411658,749222,tablet
197866848,754701,mobile
215868600,569281,mobile
210387474,753929,mobile
212362494,767453,mobile
165028938,778995,tv
105024780,659627,mobile
168624144,678597,mobile
205509384,754070,web
209845692,627216,tablet
215174274,751298,mobile
215277144,775183,mobile
172225980,697772,tv
210147300,575238,mobile
196212930,540688,tv
207815466,779019,tv
206867550,775763,tv
210516744,775897,mobile
186016092,606407,web
169713726,778175,mobile
174455850,597185,web
214221486,588643,mobile
211276062,710399,tv
90900570,590243,tv
133282644,593869,mobile
147313212,658807,tv
215442330,582984,tv
194743602,613570,web
162138882,725209,tv
212402316,771843,mobile
148266240,663778,mobile
200051064,774599,mobile
177181266,730541,mobile
196671648,733018,web
215332704,738145,tv
57190242,663784,mobile
212281182,613535,tv
210985782,699466,web
205288464,537594,tv
198904020,543280,mobile
200766636,768327,tv
157871772,778160,tv
202852998,598854,web
201762150,779019,tv
176869548,552605,mobile
175624470,775300,web
163955358,613930,tv
203320542,724640,tv
105615456,775042,web
212176332,694674,mobile
207045564,718858,tablet
215460204,721604,mobile
215114292,613930,tv
214695324,694674,web
215192106,777610,tv
214610880,778195,mobile
195853524,528329,tv
205535958,528032,mobile
140638146,778319,mobile
210173400,776749,tv
142810968,749796,mobile
159881358,554320,tv
195854496,582875,tv
147842748,665027,tv
215859294,749009,mobile
139354242,704720,mobile
179392104,613592,mobile
205803798,746252,tablet
214018104,527924,mobile
194211042,541882,tv
114249846,777178,mobile
168180150,780116,tv
170573784,773631,mobile
202012944,580938,tv
179856906,587562,stb
205814760,547929,tv
101152098,756533,web
158902626,743180,mobile
213487842,742602,mobile
215409678,776575,tv
194743602,613931,web
120272892,700203,web
121526664,553480,web
197760018,777203,mobile
147870474,779019,mobile
215844270,663778,tv
205803072,748181,tv
215790294,543280,mobile
160395342,582875,tv
180853008,713799,web
161464236,779019,mobile
29527152,663778,web
141686196,761631,tv
135978228,613647,mobile
213130728,613513,mobile
113009772,717096,web
215811582,756513,mobile
210552960,538611,mobile
210456402,756537,tv
184866006,705112,mobile
155303004,527922,mobile
205196652,533111,tv
188446902,761316,mobile
135334614,569865,web
163491528,753322,mobile
212582910,619330,tablet
172263306,778111,mobile
173179812,722122,tv
32934630,613685,console
180741960,673476,tv
53496198,557790,tablet
213669732,769294,mobile
206638338,703359,tablet
210890196,761129,tablet
101758320,592940,mobile
164479398,633186,tv
215782158,678597,mobile
172286232,778370,tv
215826708,526454,web
215592498,692403,mobile
213646650,768862,tv
164510376,775173,mobile
215398692,605086,mobile
211482432,776769,mobile
172208136,770184,tv
214807518,556620,mobile
172487364,593884,tv
215811582,758830,mobile
204887652,593981,web
194640024,613542,web
207175818,618951,mobile
215783112,768379,tv
198924390,776291,mobile
210589470,750971,mobile
207078156,544447,mobile
189434376,590280,tv
153384750,774651,tv
213898872,744663,web
205430778,687652,tv
184343106,613570,tv
123293862,613746,mobile
213776910,613676,web
210976692,627226,mobile
188297868,780116,mobile
215605950,774651,web
172263306,778111,mobile
178427760,557840,web
206405544,776435,tv
70873230,756632,tv
214944474,778433,mobile
176432928,582900,tv
209775954,583223,web
135260808,580206,tablet
214890330,613792,tv
164744622,776652,mobile
213380118,739180,web
212707128,547820,web
200006340,776575,mobile
212636916,774047,mobile
151925838,552862,tv
206719392,725721,tv
205216032,540141,mobile
136553874,600641,tablet
215641662,587625,mobile
215515758,526409,mobile
199942398,761579,mobile
215222964,718705,stb
145844646,674907,tv
89447766,778094,web
215757756,540141,tv
213694452,750954,mobile
206861388,599123,tv
214072278,613727,tv
214589478,530619,mobile
165594918,775774,tv
214104042,592764,tv
200270922,774379,mobile
72981132,778063,mobile
213703152,576984,tablet
110711496,753928,tv
212341956,538611,mobile
113145828,751225,web
207403518,623297,mobile
